,date,state,cases,deaths,total_population,num_deaths,mean_temp,precipitation,wind_speed,percent_smokers,percent_adults_with_obesity,percent_insufficient_sleep,state-code
54,2020-03-15,Washington,675,42.0,6272046.0,64582.0,33.19047619047619,0.02238095238095238,8.116666666666667,13.533912405919047,29.9,29.888988686952377,53
55,2020-03-16,Washington,794,48.0,6272046.0,64582.0,38.74761904761905,0.0019047619047619048,5.666666666666667,13.533912405919047,29.9,29.888988686952377,53
56,2020-03-17,Washington,908,54.0,6420916.0,66161.0,39.24782608695652,0.0,3.0949999999999998,13.660122391969564,30.29565217391304,30.067691842391305,53
57,2020-03-18,Washington,1026,68.0,6608435.0,68057.0,41.979166666666664,0.0,3.2,13.635899269970833,30.320833333333336,30.115038521625,53
58,2020-03-19,Washington,1228,75.0,6681404.0,69184.0,43.644,0.0048,2.9954545454545456,13.654289280852,30.276,30.071771138600003,53
59,2020-03-20,Washington,1404,83.0,6844058.0,71695.0,45.949999999999996,0.0,3.352,13.784508223332143,30.035714285714285,29.969351860892857,53
60,2020-03-21,Washington,1655,95.0,6844058.0,71695.0,46.63928571428572,0.0,4.6160000000000005,13.784508223332143,30.035714285714285,29.969351860892857,53
61,2020-03-22,Washington,1844,97.0,6891552.0,72007.0,45.251724137931035,0.0,4.380769230769231,13.822440986906898,29.95862068965517,29.871726828137934,53
62,2020-03-23,Washington,2101,110.0,6950753.0,72543.0,47.400000000000006,0.009259259259259259,8.071428571428571,13.830287622396774,30.261290322580646,29.884047926741935,53
63,2020-03-24,Washington,2392,123.0,6950753.0,72543.0,42.061290322580646,0.10551724137931034,6.503571428571428,13.830287622396774,30.261290322580646,29.884047926741935,53
64,2020-03-25,Washington,2585,130.0,6999691.0,73302.0,41.406060606060606,0.07600000000000001,5.33,14.003897451221212,30.336363636363636,29.90794804339394,53
65,2020-03-26,Washington,3143,152.0,6999691.0,73302.0,40.13939393939393,0.02225806451612903,6.163333333333333,14.003897451221212,30.336363636363636,29.90794804339394,53
66,2020-03-27,Washington,3727,179.0,7011007.0,73446.0,44.12647058823529,0.0153125,6.622580645161291,14.021997025979413,30.41764705882353,29.90167351185294,53
67,2020-03-28,Washington,4153,193.0,7011007.0,73446.0,47.46176470588235,0.06875,8.083870967741936,14.021997025979413,30.41764705882353,29.90167351185294,53
68,2020-03-29,Washington,4635,209.0,7011007.0,73446.0,49.56470588235294,0.24903225806451612,9.0,14.021997025979413,30.41764705882353,29.90167351185294,53
69,2020-03-30,Washington,4937,221.0,7011007.0,73446.0,47.358823529411765,0.2140625,10.829032258064515,14.021997025979413,30.41764705882353,29.90167351185294,53
70,2020-03-31,Washington,5062,226.0,7011007.0,73446.0,42.023529411764706,0.23,7.496774193548387,14.021997025979413,30.41764705882353,29.90167351185294,53
71,2020-04-01,Washington,5589,250.0,7011007.0,73446.0,40.42058823529412,0.09419354838709677,6.103225806451612,14.021997025979413,30.41764705882353,29.90167351185294,53
72,2020-04-02,Washington,6076,272.0,7024008.0,73673.0,39.222857142857144,0.0415625,5.109375,14.06000772838,30.688571428571425,29.967427895457142,53
73,2020-04-03,Washington,6491,293.0,7046121.0,73990.0,40.34166666666667,0.034545454545454546,7.596969696969697,14.06827541353611,30.724999999999998,29.907811535416663,53
74,2020-04-04,Washington,6789,318.0,7050172.0,73990.0,40.03783783783784,0.029166666666666667,5.029411764705882,14.046780660494594,30.854054054054053,29.81482244762162,53
75,2020-04-05,Washington,7370,344.0,7050172.0,73990.0,45.18648648648649,0.012647058823529414,5.2,14.046780660494594,30.854054054054053,29.81482244762162,53
76,2020-04-06,Washington,7732,383.0,7050172.0,73990.0,46.445945945945944,0.004722222222222221,4.164705882352941,14.046780660494594,30.854054054054053,29.81482244762162,53
77,2020-04-07,Washington,8082,409.0,7050172.0,73990.0,48.84594594594594,0.0002702702702702703,6.111764705882353,14.046780660494594,30.854054054054053,29.81482244762162,53
78,2020-04-08,Washington,8393,430.0,7050172.0,73990.0,49.35675675675676,0.0,5.361764705882353,14.046780660494594,30.854054054054053,29.81482244762162,53
79,2020-04-09,Washington,8794,456.0,7050172.0,73990.0,51.63243243243244,0.0,3.908823529411765,14.046780660494594,30.854054054054053,29.81482244762162,53
80,2020-04-10,Washington,9261,483.0,7070915.0,74436.0,54.178947368421056,0.0,5.4714285714285715,14.078969343113158,30.926315789473687,29.81707448960526,53
81,2020-04-11,Washington,9644,498.0,7070915.0,74436.0,52.652631578947364,0.0,9.371428571428572,14.078969343113158,30.926315789473687,29.81707448960526,53
82,2020-04-12,Washington,9915,511.0,7070915.0,74436.0,45.050000000000004,0.007105263157894737,5.7942857142857145,14.078969343113158,30.926315789473687,29.81707448960526,53
83,2020-04-13,Washington,10218,525.0,7070915.0,74436.0,45.016216216216215,0.0,4.655882352941177,14.078969343113158,30.926315789473687,29.81707448960526,53
84,2020-04-14,Washington,10491,552.0,7070915.0,74436.0,51.089189189189185,0.0,5.805882352941176,14.078969343113158,30.926315789473687,29.81707448960526,53
85,2020-04-15,Washington,10729,572.0,7070915.0,74436.0,54.17567567567568,0.003333333333333333,9.020588235294117,14.078969343113158,30.926315789473687,29.81707448960526,53
86,2020-04-16,Washington,11026,588.0,7070915.0,74436.0,50.067567567567565,0.005405405405405406,5.117647058823529,14.078969343113158,30.926315789473687,29.81707448960526,53
87,2020-04-17,Washington,11305,610.0,7070915.0,74436.0,50.83783783783784,0.0,4.68235294117647,14.078969343113158,30.926315789473687,29.81707448960526,53
