,date,state,cases,deaths,total_population,num_deaths,mean_temp,precipitation,wind_speed,percent_smokers,percent_adults_with_obesity,percent_insufficient_sleep,state-code
4533,2020-06-24,New Jersey,169194,12995.0,8915456.0,91120.0,79.16666666666667,0.015238095238095238,6.1,14.068380184619048,27.447619047619046,37.90751604209524,34
4534,2020-06-25,New Jersey,171344,14872.0,8915456.0,91120.0,75.30952380952381,0.014761904761904764,2.895238095238095,14.068380184619048,27.447619047619046,37.90751604209524,34
4535,2020-06-26,New Jersey,171737,14914.0,8915456.0,91120.0,74.60952380952381,0.0014285714285714288,3.3666666666666667,14.068380184619048,27.447619047619046,37.90751604209524,34
4536,2020-06-27,New Jersey,172030,14948.0,8915456.0,91120.0,74.92857142857143,0.0615,3.8761904761904766,14.068380184619048,27.447619047619046,37.90751604209524,34
4537,2020-06-28,New Jersey,172385,14975.0,8915456.0,91120.0,78.76666666666667,0.16055555555555556,2.9095238095238094,14.068380184619048,27.447619047619046,37.90751604209524,34
4538,2020-06-29,New Jersey,172490,14992.0,8915456.0,91120.0,77.93333333333332,0.13523809523809524,4.604761904761905,14.068380184619048,27.447619047619046,37.90751604209524,34
4539,2020-06-30,New Jersey,172879,15035.0,8915456.0,91120.0,73.88571428571429,0.05238095238095238,2.9095238095238094,14.068380184619048,27.447619047619046,37.90751604209524,34
4540,2020-07-01,New Jersey,173139,15078.0,8915456.0,91120.0,72.64761904761905,0.047,1.980952380952381,14.068380184619048,27.447619047619046,37.90751604209524,34
4541,2020-07-02,New Jersey,173540,15107.0,8915456.0,91120.0,76.81904761904762,0.27473684210526317,3.0428571428571427,14.068380184619048,27.447619047619046,37.90751604209524,34
4542,2020-07-03,New Jersey,173940,15164.0,8915456.0,91120.0,82.28571428571429,0.006315789473684211,3.0857142857142854,14.068380184619048,27.447619047619046,37.90751604209524,34
4543,2020-07-04,New Jersey,174210,15189.0,8915456.0,91120.0,77.1,0.1345,3.3190476190476192,14.068380184619048,27.447619047619046,37.90751604209524,34
4544,2020-07-05,New Jersey,174573,15211.0,8915456.0,91120.0,79.87142857142857,0.0009523809523809524,3.080952380952381,14.068380184619048,27.447619047619046,37.90751604209524,34
4545,2020-07-06,New Jersey,174772,15229.0,8915456.0,91120.0,78.83333333333333,0.07470588235294118,3.223809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4546,2020-07-07,New Jersey,175052,15281.0,8915456.0,91120.0,75.95714285714286,0.4645,4.261904761904762,14.068380184619048,27.447619047619046,37.90751604209524,34
4547,2020-07-08,New Jersey,175239,15332.0,8915456.0,91120.0,78.64285714285714,0.02285714285714286,3.2523809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4548,2020-07-09,New Jersey,175552,15448.0,8915456.0,91120.0,79.16666666666667,0.019523809523809527,2.9952380952380953,14.068380184619048,27.447619047619046,37.90751604209524,34
4549,2020-07-10,New Jersey,175908,15479.0,8915456.0,91120.0,75.5904761904762,0.442,6.79047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4550,2020-07-11,New Jersey,176259,15525.0,8915456.0,91120.0,78.70526315789475,1.8788888888888888,5.657894736842105,14.068380184619048,27.447619047619046,37.90751604209524,34
4551,2020-07-12,New Jersey,176580,15525.0,8915456.0,91120.0,79.99473684210527,0.06526315789473684,5.152631578947369,14.068380184619048,27.447619047619046,37.90751604209524,34
4552,2020-07-13,New Jersey,176813,15560.0,8915456.0,91120.0,78.01052631578948,0.04666666666666666,4.08421052631579,14.068380184619048,27.447619047619046,37.90751604209524,34
4553,2020-07-14,New Jersey,177218,15582.0,8915456.0,91120.0,76.62666666666668,0.008,4.8133333333333335,14.068380184619048,27.447619047619046,37.90751604209524,34
4554,2020-07-15,New Jersey,177607,15634.0,8915456.0,91120.0,75.00588235294119,0.0,4.129411764705883,14.068380184619048,27.447619047619046,37.90751604209524,34
4555,2020-07-16,New Jersey,177839,15665.0,8915456.0,91120.0,72.92666666666668,0.014666666666666666,5.993333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4556,2020-07-17,New Jersey,177895,15684.0,8915456.0,91120.0,76.28947368421052,0.01473684210526316,3.7473684210526317,14.068380184619048,27.447619047619046,37.90751604209524,34
4557,2020-07-18,New Jersey,178122,15699.0,8915456.0,91120.0,81.39473684210526,0.0044444444444444444,2.442105263157895,14.068380184619048,27.447619047619046,37.90751604209524,34
4558,2020-07-19,New Jersey,178083,15706.0,8915456.0,91120.0,82.41578947368421,0.0,3.5368421052631582,14.068380184619048,27.447619047619046,37.90751604209524,34
4559,2020-07-20,New Jersey,178287,15715.0,8915456.0,91120.0,85.91052631578947,0.002631578947368421,4.742105263157894,14.068380184619048,27.447619047619046,37.90751604209524,34
4560,2020-07-21,New Jersey,178542,15737.0,8915456.0,91120.0,83.65789473684211,0.0,2.9,14.068380184619048,27.447619047619046,37.90751604209524,34
4561,2020-07-22,New Jersey,178883,15707.0,8915456.0,91120.0,81.57894736842105,0.035555555555555556,3.3894736842105266,14.068380184619048,27.447619047619046,37.90751604209524,34
4562,2020-07-23,New Jersey,179136,15730.0,8915456.0,91120.0,78.26842105263158,0.2761111111111111,3.7684210526315787,14.068380184619048,27.447619047619046,37.90751604209524,34
4563,2020-07-24,New Jersey,179590,15765.0,8915456.0,91120.0,77.56842105263158,0.24555555555555555,3.1052631578947367,14.068380184619048,27.447619047619046,37.90751604209524,34
4564,2020-07-25,New Jersey,180098,15776.0,8915456.0,91120.0,78.39999999999999,0.29,2.294736842105263,14.068380184619048,27.447619047619046,37.90751604209524,34
4565,2020-07-26,New Jersey,180576,15787.0,8915456.0,91120.0,82.57894736842105,0.0,4.136842105263158,14.068380184619048,27.447619047619046,37.90751604209524,34
4566,2020-07-27,New Jersey,181031,15804.0,8915456.0,91120.0,83.77142857142857,0.002380952380952381,4.219047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4567,2020-07-28,New Jersey,181535,15825.0,8915456.0,91120.0,85.00952380952381,0.0,4.79047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4568,2020-07-29,New Jersey,181986,15798.0,8915456.0,91120.0,82.88095238095238,0.03380952380952381,2.7714285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4569,2020-07-30,New Jersey,182199,15809.0,8915456.0,91120.0,81.51904761904763,0.0,2.8476190476190473,14.068380184619048,27.447619047619046,37.90751604209524,34
4570,2020-07-31,New Jersey,182887,15819.0,8915456.0,91120.0,76.57142857142857,0.34199999999999997,2.8095238095238093,14.068380184619048,27.447619047619046,37.90751604209524,34
4571,2020-08-01,New Jersey,183248,15830.0,8915456.0,91120.0,78.29523809523809,0.1319047619047619,2.3238095238095235,14.068380184619048,27.447619047619046,37.90751604209524,34
4572,2020-08-02,New Jersey,183551,15836.0,8915456.0,91120.0,81.95714285714286,0.01,5.690476190476191,14.068380184619048,27.447619047619046,37.90751604209524,34
4573,2020-08-03,New Jersey,183817,15846.0,8915456.0,91120.0,82.34761904761905,0.0280952380952381,4.514285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4574,2020-08-04,New Jersey,184201,15857.0,8915456.0,91120.0,75.58571428571429,0.5854999999999999,7.333333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4575,2020-08-05,New Jersey,184540,15842.0,8915456.0,91120.0,78.45294117647059,0.7805882352941176,3.3000000000000003,14.068380184619048,27.447619047619046,37.90751604209524,34
4576,2020-08-06,New Jersey,184912,15849.0,8915456.0,91120.0,74.56666666666666,0.04111111111111111,2.6666666666666665,14.068380184619048,27.447619047619046,37.90751604209524,34
4577,2020-08-07,New Jersey,185261,15849.0,8915456.0,91120.0,73.58421052631579,0.17833333333333334,3.4684210526315793,14.068380184619048,27.447619047619046,37.90751604209524,34
4578,2020-08-08,New Jersey,185640,15869.0,8915456.0,91120.0,74.50526315789473,0.4663157894736842,2.389473684210526,14.068380184619048,27.447619047619046,37.90751604209524,34
4579,2020-08-09,New Jersey,185980,15874.0,8915456.0,91120.0,77.10000000000001,0.0015789473684210526,2.3526315789473684,14.068380184619048,27.447619047619046,37.90751604209524,34
4580,2020-08-10,New Jersey,186239,15878.0,8915456.0,91120.0,80.94736842105263,0.0,2.615789473684211,14.068380184619048,27.447619047619046,37.90751604209524,34
4581,2020-08-11,New Jersey,186668,15890.0,8915456.0,91120.0,80.29047619047618,0.008421052631578947,3.8904761904761904,14.068380184619048,27.447619047619046,37.90751604209524,34
4582,2020-08-12,New Jersey,187037,15885.0,8915456.0,91120.0,80.43809523809524,0.054000000000000006,2.9761904761904763,14.068380184619048,27.447619047619046,37.90751604209524,34
4583,2020-08-13,New Jersey,187494,15893.0,8915456.0,91120.0,76.51904761904763,0.26857142857142857,1.7714285714285716,14.068380184619048,27.447619047619046,37.90751604209524,34
4584,2020-08-14,New Jersey,188002,15903.0,8915456.0,91120.0,77.37142857142857,0.13666666666666666,4.538095238095238,14.068380184619048,27.447619047619046,37.90751604209524,34
4585,2020-08-15,New Jersey,188508,15910.0,8915456.0,91120.0,74.54285714285714,0.01,4.376190476190476,14.068380184619048,27.447619047619046,37.90751604209524,34
4586,2020-08-16,New Jersey,188852,15912.0,8915456.0,91120.0,70.50952380952381,0.1065,7.2285714285714295,14.068380184619048,27.447619047619046,37.90751604209524,34
4587,2020-08-17,New Jersey,189180,15916.0,8915456.0,91120.0,70.9952380952381,0.19476190476190475,3.4523809523809526,14.068380184619048,27.447619047619046,37.90751604209524,34
4588,2020-08-18,New Jersey,189535,15925.0,8915456.0,91120.0,73.35714285714286,0.26749999999999996,3.2190476190476187,14.068380184619048,27.447619047619046,37.90751604209524,34
4589,2020-08-19,New Jersey,189878,15926.0,8915456.0,91120.0,71.47619047619048,0.06,2.0857142857142854,14.068380184619048,27.447619047619046,37.90751604209524,34
4590,2020-08-20,New Jersey,190032,15932.0,8915456.0,91120.0,70.83333333333333,0.1523809523809524,2.5809523809523807,14.068380184619048,27.447619047619046,37.90751604209524,34
4591,2020-08-21,New Jersey,190318,15941.0,8915456.0,91120.0,72.91904761904762,0.0,3.195238095238095,14.068380184619048,27.447619047619046,37.90751604209524,34
4592,2020-08-22,New Jersey,190748,15943.0,8915456.0,91120.0,77.70952380952382,0.0,3.5047619047619043,14.068380184619048,27.447619047619046,37.90751604209524,34
4593,2020-08-23,New Jersey,191004,15946.0,8915456.0,91120.0,76.5904761904762,0.0680952380952381,2.5285714285714285,14.068380184619048,27.447619047619046,37.90751604209524,34
4594,2020-08-24,New Jersey,191230,15946.0,8915456.0,91120.0,79.24285714285713,0.10777777777777778,2.9857142857142858,14.068380184619048,27.447619047619046,37.90751604209524,34
4595,2020-08-25,New Jersey,191540,15953.0,8915456.0,91120.0,79.94761904761906,0.016999999999999998,5.238095238095238,14.068380184619048,27.447619047619046,37.90751604209524,34
4596,2020-08-26,New Jersey,191789,15914.0,8915456.0,91120.0,73.96666666666667,0.019523809523809523,5.890476190476191,14.068380184619048,27.447619047619046,37.90751604209524,34
4597,2020-08-27,New Jersey,192092,15921.0,8915456.0,91120.0,77.96190476190476,0.0615,5.042857142857143,14.068380184619048,27.447619047619046,37.90751604209524,34
4598,2020-08-28,New Jersey,192423,15930.0,8915456.0,91120.0,77.4952380952381,0.11047619047619046,4.538095238095238,14.068380184619048,27.447619047619046,37.90751604209524,34
4599,2020-08-29,New Jersey,192763,15933.0,8915456.0,91120.0,74.94761904761906,0.325,3.8714285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4600,2020-08-30,New Jersey,193027,15937.0,8915456.0,91120.0,73.27619047619048,0.11619047619047619,6.671428571428571,14.068380184619048,27.447619047619046,37.90751604209524,34
4601,2020-08-31,New Jersey,193372,15945.0,8915456.0,91120.0,68.24285714285713,0.0,2.7714285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4602,2020-09-01,New Jersey,193754,15950.0,8915456.0,91120.0,71.75714285714287,0.042777777777777776,3.804761904761905,14.068380184619048,27.447619047619046,37.90751604209524,34
4603,2020-09-02,New Jersey,194074,15964.0,8915456.0,91120.0,75.52380952380952,0.0465,3.761904761904762,14.068380184619048,27.447619047619046,37.90751604209524,34
4604,2020-09-03,New Jersey,194451,15971.0,8915456.0,91120.0,78.60952380952381,0.1105,3.7,14.068380184619048,27.447619047619046,37.90751604209524,34
4605,2020-09-04,New Jersey,194898,15978.0,8915456.0,91120.0,77.12857142857143,0.2357142857142857,4.223809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4606,2020-09-05,New Jersey,195223,15985.0,8915456.0,91120.0,71.11904761904762,0.0071428571428571435,3.3904761904761904,14.068380184619048,27.447619047619046,37.90751604209524,34
4607,2020-09-06,New Jersey,195533,15989.0,8915456.0,91120.0,70.4,0.0,2.6333333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4608,2020-09-07,New Jersey,195869,15991.0,8915456.0,91120.0,70.24285714285713,0.0004761904761904762,2.9095238095238094,14.068380184619048,27.447619047619046,37.90751604209524,34
4609,2020-09-08,New Jersey,196143,15996.0,8915456.0,91120.0,72.53333333333333,0.0,2.0952380952380953,14.068380184619048,27.447619047619046,37.90751604209524,34
4610,2020-09-09,New Jersey,196476,16009.0,8915456.0,91120.0,72.925,0.003,2.57,14.068380184619048,27.447619047619046,37.90751604209524,34
4611,2020-09-10,New Jersey,196895,16014.0,8915456.0,91120.0,76.235,0.35526315789473684,2.425,14.068380184619048,27.447619047619046,37.90751604209524,34
4612,2020-09-11,New Jersey,197364,16023.0,8915456.0,91120.0,74.36666666666667,0.5719047619047619,4.147619047619047,14.068380184619048,27.447619047619046,37.90751604209524,34
4613,2020-09-12,New Jersey,197820,16027.0,8915456.0,91120.0,67.00952380952381,0.0028571428571428576,5.947619047619048,14.068380184619048,27.447619047619046,37.90751604209524,34
4614,2020-09-13,New Jersey,198112,16031.0,8915456.0,91120.0,67.7,0.0009523809523809524,3.5190476190476194,14.068380184619048,27.447619047619046,37.90751604209524,34
4615,2020-09-14,New Jersey,198444,16034.0,8915456.0,91120.0,71.5047619047619,0.0004761904761904762,5.142857142857143,14.068380184619048,27.447619047619046,37.90751604209524,34
4616,2020-09-15,New Jersey,198892,16043.0,8915456.0,91120.0,59.171428571428564,0.0,4.314285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4617,2020-09-16,New Jersey,199263,16054.0,8915456.0,91120.0,59.457142857142856,0.0,2.157142857142857,14.068380184619048,27.447619047619046,37.90751604209524,34
4618,2020-09-17,New Jersey,199828,16057.0,8915456.0,91120.0,65.81904761904762,0.005714285714285714,1.7571428571428571,14.068380184619048,27.447619047619046,37.90751604209524,34
4619,2020-09-18,New Jersey,200325,16061.0,8915456.0,91120.0,66.34285714285714,0.08523809523809524,5.285714285714286,14.068380184619048,27.447619047619046,37.90751604209524,34
4620,2020-09-19,New Jersey,200784,16064.0,8915456.0,91120.0,56.25714285714286,0.010952380952380953,6.619047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4621,2020-09-20,New Jersey,201223,16067.0,8915456.0,91120.0,53.88571428571428,0.0,5.3238095238095235,14.068380184619048,27.447619047619046,37.90751604209524,34
4622,2020-09-21,New Jersey,201605,16069.0,8915456.0,91120.0,53.957142857142856,0.0,4.514285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4623,2020-09-22,New Jersey,202045,16076.0,8915456.0,91120.0,56.13333333333333,0.0,3.9666666666666663,14.068380184619048,27.447619047619046,37.90751604209524,34
4624,2020-09-23,New Jersey,202433,16082.0,8915456.0,91120.0,65.06190476190476,0.0,5.190476190476191,14.068380184619048,27.447619047619046,37.90751604209524,34
4625,2020-09-24,New Jersey,202998,16091.0,8915456.0,91120.0,64.79523809523809,0.0,1.9095238095238096,14.068380184619048,27.447619047619046,37.90751604209524,34
4626,2020-09-25,New Jersey,203551,16097.0,8915456.0,91120.0,64.55238095238094,0.0,1.7857142857142858,14.068380184619048,27.447619047619046,37.90751604209524,34
4627,2020-09-26,New Jersey,204305,16103.0,8915456.0,91120.0,67.08095238095238,0.007894736842105263,3.019047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4628,2020-09-27,New Jersey,205003,16106.0,8915456.0,91120.0,70.50952380952381,0.022,2.223809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4629,2020-09-28,New Jersey,205559,16107.0,8915456.0,91120.0,72.81904761904762,0.058499999999999996,4.571428571428571,14.068380184619048,27.447619047619046,37.90751604209524,34
4630,2020-09-29,New Jersey,206015,16117.0,8915456.0,91120.0,69.96666666666667,0.0895,3.6142857142857148,14.068380184619048,27.447619047619046,37.90751604209524,34
4631,2020-09-30,New Jersey,206733,16122.0,8915456.0,91120.0,66.28571428571429,1.408,7.661904761904762,14.068380184619048,27.447619047619046,37.90751604209524,34
4632,2020-10-01,New Jersey,207338,16127.0,8915456.0,91120.0,62.75238095238095,0.508095238095238,3.7952380952380955,14.068380184619048,27.447619047619046,37.90751604209524,34
4633,2020-10-02,New Jersey,208074,16131.0,8915456.0,91120.0,59.93333333333333,0.042499999999999996,3.3476190476190473,14.068380184619048,27.447619047619046,37.90751604209524,34
4634,2020-10-03,New Jersey,209009,16135.0,8915456.0,91120.0,55.7047619047619,0.01904761904761905,3.0428571428571427,14.068380184619048,27.447619047619046,37.90751604209524,34
4635,2020-10-04,New Jersey,209615,16136.0,8915456.0,91120.0,55.280952380952385,0.0,2.5333333333333337,14.068380184619048,27.447619047619046,37.90751604209524,34
4636,2020-10-05,New Jersey,210118,16138.0,8915456.0,91120.0,58.94285714285714,0.004285714285714286,2.619047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4637,2020-10-06,New Jersey,210776,16147.0,8915456.0,91120.0,58.30476190476191,0.0014285714285714286,2.5714285714285716,14.068380184619048,27.447619047619046,37.90751604209524,34
4638,2020-10-07,New Jersey,211281,16152.0,8915456.0,91120.0,64.16190476190476,0.0010526315789473684,5.923809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4639,2020-10-08,New Jersey,212578,16161.0,8915456.0,91120.0,60.65238095238095,0.0009523809523809524,7.10952380952381,14.068380184619048,27.447619047619046,37.90751604209524,34
4640,2020-10-09,New Jersey,213438,16164.0,8915456.0,91120.0,55.82380952380952,0.0,2.5904761904761906,14.068380184619048,27.447619047619046,37.90751604209524,34
4641,2020-10-10,New Jersey,214303,16171.0,8915456.0,91120.0,62.2,0.0,4.59047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4642,2020-10-11,New Jersey,215041,16174.0,8915456.0,91120.0,64.33809523809524,0.01,4.666666666666667,14.068380184619048,27.447619047619046,37.90751604209524,34
4643,2020-10-12,New Jersey,215512,16175.0,8915456.0,91120.0,56.15238095238095,0.3915,8.957142857142857,14.068380184619048,27.447619047619046,37.90751604209524,34
4644,2020-10-13,New Jersey,216481,16182.0,8915456.0,91120.0,58.34285714285714,0.5435000000000001,7.3428571428571425,14.068380184619048,27.447619047619046,37.90751604209524,34
4645,2020-10-14,New Jersey,217429,16191.0,8915456.0,91120.0,58.18571428571429,0.1180952380952381,3.776190476190476,14.068380184619048,27.447619047619046,37.90751604209524,34
4646,2020-10-15,New Jersey,218398,16197.0,8915456.0,91120.0,60.75714285714286,0.0038095238095238095,4.390476190476191,14.068380184619048,27.447619047619046,37.90751604209524,34
4647,2020-10-16,New Jersey,219213,16202.0,8915456.0,91120.0,58.480952380952374,0.2045,3.9142857142857146,14.068380184619048,27.447619047619046,37.90751604209524,34
4648,2020-10-17,New Jersey,220159,16204.0,8915456.0,91120.0,51.80476190476191,0.5375,4.814285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4649,2020-10-18,New Jersey,221408,16211.0,8915456.0,91120.0,49.72857142857143,0.015714285714285715,3.1333333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4650,2020-10-19,New Jersey,222597,16214.0,8915456.0,91120.0,57.00952380952381,0.0019047619047619048,2.623809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4651,2020-10-20,New Jersey,223566,16227.0,8915456.0,91120.0,62.171428571428564,0.0455,2.223809523809524,14.068380184619048,27.447619047619046,37.90751604209524,34
4652,2020-10-21,New Jersey,224608,16245.0,8915456.0,91120.0,63.971428571428575,0.010499999999999999,2.0285714285714285,14.068380184619048,27.447619047619046,37.90751604209524,34
4653,2020-10-22,New Jersey,225746,16263.0,8915456.0,91120.0,65.52857142857142,0.0009523809523809524,1.4619047619047618,14.068380184619048,27.447619047619046,37.90751604209524,34
4654,2020-10-23,New Jersey,226787,16273.0,8915456.0,91120.0,64.8,0.0033333333333333335,2.4095238095238094,14.068380184619048,27.447619047619046,37.90751604209524,34
4655,2020-10-24,New Jersey,228616,16281.0,8915456.0,91120.0,64.29047619047618,0.003,4.076190476190476,14.068380184619048,27.447619047619046,37.90751604209524,34
4656,2020-10-25,New Jersey,229753,16285.0,8915456.0,91120.0,49.061904761904756,0.007894736842105265,5.352380952380953,14.068380184619048,27.447619047619046,37.90751604209524,34
4657,2020-10-26,New Jersey,230968,16292.0,8915456.0,91120.0,54.709523809523816,0.0755,4.4,14.068380184619048,27.447619047619046,37.90751604209524,34
4658,2020-10-27,New Jersey,232640,16306.0,8915456.0,91120.0,58.142857142857146,0.03666666666666667,2.757142857142857,14.068380184619048,27.447619047619046,37.90751604209524,34
4659,2020-10-28,New Jersey,234253,16324.0,8915456.0,91120.0,56.857142857142854,0.0215,2.5476190476190474,14.068380184619048,27.447619047619046,37.90751604209524,34
4660,2020-10-29,New Jersey,235816,16332.0,8915456.0,91120.0,54.19523809523809,0.1065,4.780952380952381,14.068380184619048,27.447619047619046,37.90751604209524,34
4661,2020-10-30,New Jersey,237794,16339.0,8915456.0,91120.0,45.10952380952381,1.345,7.433333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4662,2020-10-31,New Jersey,239116,16350.0,8915456.0,91120.0,39.34285714285714,0.11333333333333333,3.0333333333333337,14.068380184619048,27.447619047619046,37.90751604209524,34
4663,2020-11-01,New Jersey,240811,16354.0,8915456.0,91120.0,45.55238095238095,0.0,3.038095238095238,14.068380184619048,27.447619047619046,37.90751604209524,34
4664,2020-11-02,New Jersey,242166,16357.0,8915456.0,91120.0,43.233333333333334,0.3565,11.961904761904762,14.068380184619048,27.447619047619046,37.90751604209524,34
4665,2020-11-03,New Jersey,244064,16371.0,8915456.0,91120.0,45.90952380952381,0.0,7.661904761904762,14.068380184619048,27.447619047619046,37.90751604209524,34
4666,2020-11-04,New Jersey,246488,16391.0,8915456.0,91120.0,48.25238095238095,0.0,2.1857142857142855,14.068380184619048,27.447619047619046,37.90751604209524,34
4667,2020-11-05,New Jersey,248446,16403.0,8915456.0,91120.0,53.43529411764706,0.0,3.164705882352941,14.068380184619048,27.447619047619046,37.90751604209524,34
4668,2020-11-06,New Jersey,250617,16416.0,8915456.0,91120.0,55.75714285714286,0.0,2.2952380952380955,14.068380184619048,27.447619047619046,37.90751604209524,34
4669,2020-11-07,New Jersey,253818,16425.0,8915456.0,91120.0,57.27142857142857,0.0,2.0285714285714285,14.068380184619048,27.447619047619046,37.90751604209524,34
4670,2020-11-08,New Jersey,255826,16429.0,8915456.0,91120.0,56.86190476190476,0.0,1.0285714285714287,14.068380184619048,27.447619047619046,37.90751604209524,34
4671,2020-11-09,New Jersey,257857,16440.0,8915456.0,91120.0,56.84761904761905,0.0,1.4666666666666668,14.068380184619048,27.447619047619046,37.90751604209524,34
4672,2020-11-10,New Jersey,261632,16461.0,8915456.0,91120.0,59.82380952380952,0.0,2.5666666666666664,14.068380184619048,27.447619047619046,37.90751604209524,34
4673,2020-11-11,New Jersey,264656,16476.0,8915456.0,91120.0,64.46190476190476,0.05894736842105264,3.8857142857142852,14.068380184619048,27.447619047619046,37.90751604209524,34
4674,2020-11-12,New Jersey,268145,16495.0,8915456.0,91120.0,60.400000000000006,1.0368421052631578,4.6761904761904765,14.068380184619048,27.447619047619046,37.90751604209524,34
4675,2020-11-13,New Jersey,271545,16522.0,8915456.0,91120.0,48.561904761904756,0.10157894736842106,4.2333333333333325,14.068380184619048,27.447619047619046,37.90751604209524,34
4676,2020-11-14,New Jersey,275885,16548.0,8915456.0,91120.0,45.804761904761904,0.040952380952380955,3.9666666666666663,14.068380184619048,27.447619047619046,37.90751604209524,34
4677,2020-11-15,New Jersey,280391,16566.0,8915456.0,91120.0,46.36666666666667,0.0,5.252380952380952,14.068380184619048,27.447619047619046,37.90751604209524,34
4678,2020-11-16,New Jersey,282625,16580.0,8915456.0,91120.0,52.19523809523809,0.23210526315789473,8.838095238095239,14.068380184619048,27.447619047619046,37.90751604209524,34
4679,2020-11-17,New Jersey,286614,16618.0,8915456.0,91120.0,41.266666666666666,0.0,4.395238095238095,14.068380184619048,27.447619047619046,37.90751604209524,34
4680,2020-11-18,New Jersey,290640,16655.0,8915456.0,91120.0,35.714285714285715,0.0009523809523809524,8.780952380952382,14.068380184619048,27.447619047619046,37.90751604209524,34
4681,2020-11-19,New Jersey,294860,16689.0,8915456.0,91120.0,34.53809523809524,0.0,3.5619047619047617,14.068380184619048,27.447619047619046,37.90751604209524,34
4682,2020-11-20,New Jersey,298542,16712.0,8915456.0,91120.0,49.01428571428571,0.0,5.014285714285714,14.068380184619048,27.447619047619046,37.90751604209524,34
4683,2020-11-21,New Jersey,303201,16746.0,8915456.0,91120.0,52.519047619047626,0.0,2.9095238095238094,14.068380184619048,27.447619047619046,37.90751604209524,34
4684,2020-11-22,New Jersey,307122,16761.0,8915456.0,91120.0,49.65238095238095,0.0,6.057142857142857,14.068380184619048,27.447619047619046,37.90751604209524,34
4685,2020-11-23,New Jersey,310676,16772.0,8915456.0,91120.0,53.60476190476191,0.261,7.29047619047619,14.068380184619048,27.447619047619046,37.90751604209524,34
4686,2020-11-24,New Jersey,314964,16819.0,8915456.0,91120.0,42.73809523809524,0.024761904761904763,4.690476190476191,14.068380184619048,27.447619047619046,37.90751604209524,34
4687,2020-11-25,New Jersey,319014,16886.0,8915456.0,91120.0,45.2,0.0,2.5142857142857142,14.068380184619048,27.447619047619046,37.90751604209524,34
4688,2020-11-26,New Jersey,323496,16925.0,8915456.0,91120.0,56.76190476190476,0.3255,4.242857142857143,14.068380184619048,27.447619047619046,37.90751604209524,34
4689,2020-11-27,New Jersey,327555,16942.0,8915456.0,91120.0,52.457142857142856,0.028095238095238093,1.8190476190476192,14.068380184619048,27.447619047619046,37.90751604209524,34
4690,2020-11-28,New Jersey,329521,16965.0,8915456.0,91120.0,49.53809523809524,0.0,3.4714285714285715,14.068380184619048,27.447619047619046,37.90751604209524,34
4691,2020-11-29,New Jersey,335053,16978.0,8915456.0,91120.0,42.36666666666667,0.0,2.2857142857142856,14.068380184619048,27.447619047619046,37.90751604209524,34
4692,2020-11-30,New Jersey,338247,16993.0,8915456.0,91120.0,52.400000000000006,0.23650000000000002,6.933333333333333,14.068380184619048,27.447619047619046,37.90751604209524,34
4693,2020-12-01,New Jersey,342866,17083.0,8915456.0,91120.0,50.061904761904756,0.9261904761904761,6.266666666666667,14.068380184619048,27.447619047619046,37.90751604209524,34
4694,2020-12-02,New Jersey,347212,17145.0,8915456.0,91120.0,39.22857142857143,0.0,8.528571428571428,14.068380184619048,27.447619047619046,37.90751604209524,34
4695,2020-12-03,New Jersey,352014,17209.0,8915456.0,91120.0,39.46666666666666,0.0,4.928571428571429,14.068380184619048,27.447619047619046,37.90751604209524,34
4696,2020-12-04,New Jersey,357692,17255.0,8915456.0,91120.0,44.28235294117647,0.0,4.370588235294117,14.068380184619048,27.447619047619046,37.90751604209524,34
4697,2020-03-05,Colorado,2,0.0,873048.0,7212.0,42.5,0.0,6.9,11.522055728000002,20.1,25.1136531975,8
4698,2020-03-06,Colorado,8,0.0,2254416.0,21560.0,42.92,0.0,5.6,12.9040854134,18.4,26.0927184358,8
